year,month,day,crime_disorder,crime_robbery,crime_aggravated_assault,crime_burglary,crime_mv_theft,crime_theft,crime_gun,crime_violent,crime_property,crime_index,crime_disorder_day,crime_robbery_day,crime_aggravated_assault_day,crime_burglary_day,crime_mv_theft_day,crime_theft_day,crime_gun_day,crime_violent_day,crime_property_day,crime_index_day,crime_disorder_night,crime_robbery_night,crime_aggravated_assault_night,crime_burglary_night,crime_mv_theft_night,crime_theft_night,crime_gun_night,crime_violent_night,crime_property_night,crime_index_night,crime_disorder_is_sunrise,crime_robbery_is_sunrise,crime_aggravated_assault_is_sunrise,crime_burglary_is_sunrise,crime_mv_theft_is_sunrise,crime_theft_is_sunrise,crime_gun_is_sunrise,crime_violent_is_sunrise,crime_property_is_sunrise,crime_index_is_sunrise,crime_disorder_is_sunset,crime_robbery_is_sunset,crime_aggravated_assault_is_sunset,crime_burglary_is_sunset,crime_mv_theft_is_sunset,crime_theft_is_sunset,crime_gun_is_sunset,crime_violent_is_sunset,crime_property_is_sunset,crime_index_is_sunset,total_calls,calls_sunrise,calls_sunset,days_until_fall_dst,days_until_spring_dst,city
2021,2,24,0,0,2,0,1,3,0,2,4,6,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,2,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,5,-256,-18,Hartford
2022,2,24,11,0,0,2,5,6,5,0,13,13,3,0,0,1,4,4,1,0,9,9,7,0,0,0,1,2,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,102,0,5,-255,-17,Hartford
2023,2,24,25,2,1,2,6,11,2,3,19,22,12,2,1,1,4,8,0,3,13,16,10,0,0,1,2,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,2,113,0,14,-254,-16,Hartford
2024,2,24,17,0,0,0,3,6,2,0,9,9,11,0,0,0,2,5,1,0,7,7,5,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,1,5,-253,-15,Hartford
2012,3,24,0,3,1,1,0,6,2,4,7,11,0,1,0,0,0,4,1,1,4,5,0,1,1,0,0,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,101,1,12,-225,13,Hartford
2013,3,24,0,0,1,1,0,8,4,1,9,10,0,0,0,0,0,6,0,0,6,6,0,0,1,1,0,2,4,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,8,-224,14,Hartford
2014,3,24,0,2,0,1,0,10,0,2,11,13,0,0,0,0,0,8,0,0,8,8,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,3,91,0,4,-223,15,Hartford
2015,3,24,0,0,1,2,0,7,0,1,9,10,0,0,1,2,0,3,0,1,5,6,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,111,1,6,-222,16,Hartford
2016,3,24,0,1,0,1,0,8,1,1,9,10,0,0,0,0,0,7,0,0,7,7,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,98,2,9,-227,11,Hartford
2017,3,24,0,0,3,4,1,3,1,3,8,11,0,0,2,2,0,1,0,2,3,5,0,0,1,1,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,87,0,11,-226,12,Hartford
2018,3,24,0,0,2,2,0,10,2,2,12,14,0,0,2,1,0,3,0,2,4,6,0,0,0,1,0,7,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,4,-225,13,Hartford
2019,3,24,0,1,2,1,0,5,1,3,6,9,0,0,1,1,0,3,0,1,4,5,0,1,0,0,0,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,69,1,8,-224,14,Hartford
2020,3,24,0,0,0,0,0,7,4,0,7,7,0,0,0,0,0,4,2,0,4,4,0,0,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,-222,16,Hartford
2021,3,24,0,0,3,0,1,2,3,3,3,6,0,0,1,0,0,2,0,1,2,3,0,0,2,0,1,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,-228,10,Hartford
2022,3,24,17,0,1,1,5,9,1,1,15,16,11,0,1,0,4,9,0,1,13,14,5,0,0,1,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,11,-227,11,Hartford
2023,3,24,15,1,1,1,2,3,7,2,6,8,9,0,1,1,1,3,0,1,5,6,3,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,107,1,26,-226,12,Hartford
2024,3,24,14,1,1,1,2,4,1,2,7,9,8,0,1,1,2,4,0,1,7,8,5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,2,-224,14,Hartford
2012,4,24,0,1,2,2,0,9,3,3,11,14,0,0,1,2,0,7,2,1,9,10,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,133,0,4,-194,44,Hartford
2013,4,24,0,0,1,2,1,4,3,1,7,8,0,0,1,2,0,4,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,122,0,10,-193,45,Hartford
2014,4,24,0,1,1,4,0,13,2,2,17,19,0,1,0,1,0,9,0,1,10,11,0,0,0,2,0,3,1,0,5,5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,2,90,5,10,-192,46,Hartford
2015,4,24,0,1,1,4,0,7,0,2,11,13,0,1,0,2,0,5,0,1,7,8,0,0,1,2,0,2,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,7,-191,47,Hartford
2016,4,24,0,1,0,4,0,6,3,1,10,11,0,1,0,3,0,4,0,1,7,8,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,76,1,7,-196,42,Hartford
2017,4,24,0,0,1,0,0,11,3,1,11,12,0,0,1,0,0,8,0,1,8,9,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,81,0,4,-195,43,Hartford
2018,4,24,0,1,4,5,1,7,1,5,13,18,0,1,1,4,1,6,0,2,11,13,0,0,3,1,0,1,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,5,-194,44,Hartford
2019,4,24,0,0,1,1,1,6,2,1,8,9,0,0,1,0,1,3,0,1,4,5,0,0,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,131,0,9,-193,45,Hartford
2020,4,24,0,1,1,5,0,5,2,2,10,12,0,1,0,3,0,2,1,1,5,6,0,0,1,1,0,3,1,1,4,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,68,3,9,-191,47,Hartford
2021,4,24,0,1,1,0,0,9,12,2,9,11,0,0,1,0,0,2,2,1,2,3,0,1,0,0,0,6,9,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,136,1,16,-197,41,Hartford
2022,4,24,18,1,1,0,3,7,7,2,10,12,11,1,1,0,3,6,3,2,9,11,6,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,5,-196,42,Hartford
2023,4,24,17,0,2,0,6,7,5,2,13,15,13,0,1,0,4,7,3,1,11,12,3,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,117,1,6,-195,43,Hartford
2024,4,24,27,1,0,1,2,6,7,1,9,10,18,1,0,1,0,6,0,1,7,8,9,0,0,0,2,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,0,2,-193,45,Hartford
2012,5,24,0,1,7,1,0,14,2,8,15,23,0,0,5,0,0,10,0,5,10,15,0,1,1,1,0,3,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,119,0,14,-164,74,Hartford
2013,5,24,0,1,4,3,1,6,3,5,10,15,0,0,4,3,1,3,0,4,7,11,0,1,0,0,0,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,96,0,10,-163,75,Hartford
2014,5,24,0,2,5,2,0,8,2,7,10,17,0,1,4,0,0,4,0,5,4,9,0,1,1,2,0,2,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,82,0,10,-162,76,Hartford
2015,5,24,0,0,3,2,0,6,2,3,8,11,0,0,3,1,0,3,0,3,4,7,0,0,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,64,0,8,-161,77,Hartford
2016,5,24,0,0,3,0,0,8,0,3,8,11,0,0,2,0,0,6,0,2,6,8,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,91,0,4,-166,72,Hartford
2017,5,24,0,2,1,5,0,9,1,3,14,17,0,1,0,3,0,7,0,1,10,11,0,1,1,1,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,110,0,11,-165,73,Hartford
2018,5,24,0,1,2,3,0,8,2,3,11,14,0,1,1,0,0,3,0,2,3,5,0,0,1,2,0,5,1,1,7,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,108,1,8,-164,74,Hartford
2019,5,24,0,0,1,1,0,5,4,1,6,7,0,0,1,1,0,3,2,1,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,146,1,12,-163,75,Hartford
2020,5,24,0,0,2,0,1,4,5,2,5,7,0,0,0,0,0,2,2,0,2,2,0,0,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,103,1,14,-161,77,Hartford
2021,5,24,20,0,0,2,3,7,0,0,12,12,18,0,0,1,3,7,0,0,11,11,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,7,-167,71,Hartford
2022,5,24,21,0,1,0,0,17,7,1,17,18,13,0,1,0,0,14,6,1,14,15,8,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,109,1,6,-166,72,Hartford
2023,5,24,18,0,1,1,9,6,5,1,16,17,13,0,1,1,5,6,1,1,12,13,5,0,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,118,0,10,-165,73,Hartford
2024,5,24,20,2,0,0,2,10,1,2,12,14,15,2,0,0,2,9,1,2,11,13,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,135,0,14,-163,75,Hartford
2012,6,24,0,0,5,2,0,5,1,5,7,12,0,0,3,2,0,3,1,3,5,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,3,86,0,6,-133,105,Hartford
2013,6,24,0,1,3,2,0,3,7,4,5,9,0,1,1,2,0,1,0,2,3,5,0,0,2,0,0,1,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,129,1,13,-132,106,Hartford
2014,6,24,0,0,0,1,0,12,1,0,13,13,0,0,0,1,0,6,0,0,7,7,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,121,0,8,-131,107,Hartford
2015,6,24,0,1,3,3,0,10,1,4,13,17,0,0,1,3,0,3,0,1,6,7,0,0,1,0,0,5,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,2,4,127,0,14,-130,108,Hartford
2016,6,24,0,0,8,2,0,7,2,8,9,17,0,0,1,1,0,7,2,1,8,9,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,75,0,10,-135,103,Hartford
2017,6,24,0,0,6,3,0,11,1,6,14,20,0,0,3,1,0,6,0,3,7,10,0,0,2,2,0,3,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,111,0,16,-134,104,Hartford
2018,6,24,0,1,2,0,0,12,4,3,12,15,0,1,1,0,0,7,0,2,7,9,0,0,1,0,0,5,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,12,-133,105,Hartford
2019,6,24,0,0,1,3,0,10,6,1,13,14,0,0,0,1,0,7,0,0,8,8,0,0,0,2,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,2,120,0,20,-132,106,Hartford
2020,6,24,0,0,3,1,0,13,1,3,14,17,0,0,1,1,0,8,0,1,9,10,0,0,1,0,0,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,104,0,12,-130,108,Hartford
2021,6,24,21,1,1,1,3,4,7,2,8,10,15,0,1,1,3,3,7,1,7,8,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,142,2,15,-136,102,Hartford
2022,6,24,25,3,1,3,3,11,1,4,17,21,21,2,1,1,3,10,0,3,14,17,4,1,0,2,0,1,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,5,4,-135,103,Hartford
2023,6,24,22,1,4,0,8,3,8,5,11,16,14,1,4,0,8,2,3,5,10,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,1,1,108,1,17,-134,104,Hartford
2024,6,24,27,0,2,0,7,10,3,2,17,19,20,0,2,0,6,9,0,2,15,17,6,0,0,0,1,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150,1,9,-132,106,Hartford
2012,7,24,0,0,4,2,0,14,0,4,16,20,0,0,2,1,0,10,0,2,11,13,0,0,2,1,0,2,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,147,0,12,-103,135,Hartford
2013,7,24,0,1,2,1,0,16,1,3,17,20,0,0,1,1,0,8,1,1,9,10,0,1,1,0,0,6,0,2,6,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,154,1,4,-102,136,Hartford
2014,7,24,0,1,2,9,0,13,2,3,22,25,0,0,1,7,0,7,1,1,14,15,0,1,1,2,0,3,1,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,112,0,7,-101,137,Hartford
2015,7,24,0,0,2,3,0,9,2,2,12,14,0,0,1,3,0,7,0,1,10,11,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,120,0,8,-100,138,Hartford
2016,7,24,0,0,7,4,0,11,8,7,15,22,0,0,2,4,0,7,2,2,11,13,0,0,5,0,0,3,6,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,97,2,3,-105,133,Hartford
2017,7,24,0,2,3,2,0,7,2,5,9,14,0,1,1,1,0,7,2,2,8,10,0,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,100,1,15,-104,134,Hartford
2018,7,24,0,1,0,0,0,14,0,1,14,15,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,3,114,0,9,-103,135,Hartford
2019,7,24,0,0,3,3,0,4,2,3,7,10,0,0,2,2,0,2,0,2,4,6,0,0,1,1,0,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,143,0,9,-102,136,Hartford
2020,7,24,0,1,5,1,0,10,3,6,11,17,0,0,3,0,0,6,0,3,6,9,0,1,2,1,0,4,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,17,-100,138,Hartford
2021,7,24,26,0,0,5,2,9,8,0,16,16,16,0,0,4,0,7,0,0,11,11,4,0,0,1,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,6,0,2,2,132,0,33,-106,132,Hartford
2022,7,24,38,2,6,1,3,16,10,8,20,28,25,0,2,1,3,10,2,2,14,16,6,2,4,0,0,4,8,6,4,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,2,2,124,0,15,-105,133,Hartford
2023,7,24,19,0,0,2,3,12,1,0,17,17,13,0,0,2,3,11,1,0,16,16,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,95,1,2,-104,134,Hartford
2024,7,24,16,0,0,0,6,15,5,0,21,21,11,0,0,0,4,13,4,0,17,17,4,0,0,0,2,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,4,6,-102,136,Hartford
2012,8,24,0,1,1,5,0,7,0,2,12,14,0,0,0,4,0,3,0,0,7,7,0,1,0,1,0,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,126,2,11,-72,166,Hartford
2013,8,24,0,0,1,2,0,10,1,1,12,13,0,0,0,1,0,8,0,0,9,9,0,0,1,1,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,8,-71,167,Hartford
2014,8,24,0,0,5,3,0,4,2,5,7,12,0,0,3,3,0,3,0,3,6,9,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,75,0,3,-70,168,Hartford
2015,8,24,0,2,3,3,0,6,0,5,9,14,0,1,2,3,0,6,0,3,9,12,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,4,-69,169,Hartford
2016,8,24,0,2,1,1,0,14,0,3,15,18,0,1,0,0,0,9,0,1,9,10,0,1,1,0,0,4,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,89,1,8,-74,164,Hartford
2017,8,24,0,1,1,2,0,7,5,2,9,11,0,0,0,0,0,3,0,0,3,3,0,0,1,2,0,3,5,1,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,100,0,19,-73,165,Hartford
2018,8,24,0,0,2,2,0,9,1,2,11,13,0,0,1,2,0,3,0,1,5,6,0,0,0,0,0,5,1,0,5,5,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,94,2,6,-72,166,Hartford
2019,8,24,0,1,1,3,0,8,6,2,11,13,0,0,0,1,0,4,0,0,5,5,0,0,1,2,0,1,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,3,4,125,0,13,-71,167,Hartford
2020,8,24,0,0,3,2,0,6,8,3,8,11,0,0,2,0,0,2,0,2,2,4,0,0,1,2,0,3,7,1,5,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,115,1,10,-69,169,Hartford
2021,8,24,37,1,0,0,5,26,1,1,31,32,29,0,0,0,2,19,1,0,21,21,5,1,0,0,3,3,0,1,6,7,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,1,0,0,1,1,147,6,9,-75,163,Hartford
2022,8,24,23,2,5,1,1,6,3,7,8,15,18,1,3,1,0,6,2,4,7,11,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,3,106,0,13,-74,164,Hartford
2023,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,8,24,16,1,2,2,2,2,7,3,6,9,9,1,1,1,2,2,0,2,5,7,7,0,1,1,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,0,3,-71,167,Hartford
2012,9,24,0,2,2,4,0,5,1,4,9,13,0,1,0,4,0,4,0,1,8,9,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,111,2,8,-41,197,Hartford
2013,9,24,0,0,0,0,0,15,0,0,15,15,0,0,0,0,0,11,0,0,11,11,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,135,1,5,-40,198,Hartford
2014,9,24,0,1,1,0,0,14,2,2,14,16,0,0,1,0,0,10,0,1,10,11,0,1,0,0,0,4,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,7,-39,199,Hartford
2015,9,24,0,2,1,5,0,11,1,3,16,19,0,0,1,2,0,8,0,1,10,11,0,1,0,3,0,3,1,1,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,116,0,5,-38,200,Hartford
2016,9,24,0,2,0,1,1,18,7,2,20,22,0,2,0,1,1,5,1,2,7,9,0,0,0,0,0,8,6,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,98,0,14,-43,195,Hartford
2017,9,24,0,0,4,1,0,17,3,4,18,22,0,0,3,0,0,6,2,3,6,9,0,0,1,1,0,10,1,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,85,1,5,-42,196,Hartford
2018,9,24,0,0,0,0,0,9,2,0,9,9,0,0,0,0,0,3,1,0,3,3,0,0,0,0,0,6,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,7,-41,197,Hartford
2019,9,24,0,0,0,3,1,4,1,0,8,8,0,0,0,2,0,3,1,0,5,5,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,110,1,12,-40,198,Hartford
2020,9,24,0,1,2,2,0,8,7,3,10,13,0,1,1,2,0,2,3,2,4,6,0,0,0,0,0,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,3,111,0,17,-38,200,Hartford
2021,9,24,15,3,3,3,0,9,3,6,12,18,10,2,2,0,0,8,2,4,8,12,4,1,1,2,0,0,1,2,2,4,1,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,102,3,10,-44,194,Hartford
2022,9,24,16,1,0,0,0,0,2,1,0,1,10,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,58,0,4,-43,195,Hartford
2023,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,9,24,18,0,1,2,2,13,2,1,17,18,11,0,0,2,1,12,0,0,15,15,6,0,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,90,0,8,-40,198,Hartford
2012,10,24,0,2,1,2,0,12,0,3,14,17,0,1,1,1,0,8,0,2,9,11,0,1,0,0,0,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,130,0,12,-11,227,Hartford
2013,10,24,0,0,2,1,0,8,2,2,9,11,0,0,1,1,0,3,1,1,4,5,0,0,1,0,0,5,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,7,-10,228,Hartford
2014,10,24,0,1,2,7,0,10,0,3,17,20,0,0,0,2,0,4,0,0,6,6,0,1,2,5,0,5,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,122,3,5,-9,229,Hartford
2015,10,24,0,2,1,1,1,7,2,3,9,12,0,1,1,0,1,4,0,2,5,7,0,1,0,1,0,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,77,1,9,-8,230,Hartford
2016,10,24,0,0,1,1,1,11,3,1,13,14,0,0,0,1,0,3,1,0,4,4,0,0,1,0,0,5,2,1,5,6,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,1,0,0,2,2,117,3,9,-13,225,Hartford
2017,10,24,0,1,2,2,0,22,2,3,24,27,0,0,1,0,0,8,0,1,8,9,0,1,1,1,0,10,2,2,11,13,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,3,0,0,3,3,108,2,14,-12,226,Hartford
2018,10,24,0,1,0,4,0,9,0,1,13,14,0,1,0,1,0,3,0,1,4,5,0,0,0,2,0,6,0,0,8,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,120,1,10,-11,227,Hartford
2019,10,24,0,0,0,1,0,4,3,0,5,5,0,0,0,0,0,3,1,0,3,3,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130,3,20,-10,228,Hartford
2020,10,24,0,0,7,2,0,9,6,7,11,18,0,0,1,1,0,3,2,1,4,5,0,0,4,1,0,5,3,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,3,108,0,15,-8,230,Hartford
2021,10,24,16,0,2,0,3,4,4,2,7,9,5,0,2,0,1,2,0,2,3,5,10,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,71,0,7,-14,224,Hartford
2022,10,24,19,0,2,2,2,6,1,2,10,12,8,0,2,0,1,5,0,2,6,8,8,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,1,1,0,1,1,79,1,11,-13,225,Hartford
2023,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hartford
2024,10,24,15,0,2,1,2,12,2,2,15,17,11,0,1,1,1,11,0,1,13,14,3,0,1,0,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102,0,8,-10,228,Hartford
2012,11,24,0,0,3,3,0,4,0,3,7,10,0,0,1,2,0,2,0,1,4,5,0,0,2,1,0,2,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,5,20,258,Hartford
